Domain,Base Domain,Canonical,Live,Redirect,Redirect To,Valid HTTPS,Defaults to HTTPS,Downgrades HTTPS,Strictly Forces HTTPS,HTTPS Bad Chain,HTTPS Bad Hostname,HSTS,HSTS Header,HSTS Max Age,HSTS All Subdomains,HSTS Preload Ready,HSTS Preloaded,Broken Root,Broken WWW
stopbullying.gov,stopbullying.gov,https://www.stopbullying.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000;includeSubDomains;preload,31536000,True,True,True,False,False
ssab.gov,ssab.gov,http://ssab.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False,False
stopfraud.gov,stopfraud.gov,https://www.stopfraud.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,True,False,False
stopmedicarefraud.gov,stopmedicarefraud.gov,https://www.stopmedicarefraud.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000,31536000,False,False,False,False,False
studentloans.gov,studentloans.gov,https://www.studentloans.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,True,False,False
surgeongeneral.gov,surgeongeneral.gov,https://www.surgeongeneral.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000;includeSubDomains;,31536000,True,True,True,False,False
strategicsourcing.gov,strategicsourcing.gov,https://strategicsourcing.gov,True,False,,False,True,False,True,True,False,False,max-age=31536000; includeSubDomains,31536000,False,False,False,False,False
sustainablecommunities.gov,sustainablecommunities.gov,https://www.sustainablecommunities.gov,True,False,,True,True,False,True,False,False,True,max-age=31622400,31622400,False,False,False,True,False
sustainability.gov,sustainability.gov,https://sustainability.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,True,False,False
taaps.gov,taaps.gov,https://taaps.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,False,False
swpa.gov,swpa.gov,http://swpa.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False,False
symbols.gov,symbols.gov,https://symbols.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,False,False
tax.gov,tax.gov,https://tax.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000,31536000,False,False,False,False,False
trade.gov,trade.gov,http://trade.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False,False
thecoolspot.gov,thecoolspot.gov,https://www.thecoolspot.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000,31536000,False,False,False,False,False
trafficsafetymarketing.gov,trafficsafetymarketing.gov,https://www.trafficsafetymarketing.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000,31536000,False,False,False,False,False
treasury.gov,treasury.gov,https://www.treasury.gov,True,False,,True,True,False,False,False,False,True,max-age=600,600,False,False,False,False,False
transportation.gov,transportation.gov,https://www.transportation.gov,True,False,,True,True,False,True,False,False,True,max-age=31622400,31622400,False,False,False,True,False
treaslockbox.gov,treaslockbox.gov,https://www.treaslockbox.gov,True,False,,True,True,False,True,False,False,True,max-age=31536001; includeSubDomains,31536001,False,False,False,False,False
telework.gov,telework.gov,https://telework.gov,True,False,,True,True,False,True,False,False,False,"['max-age=31536000', 'max-age=31536000']",,False,False,False,False,False
truman.gov,truman.gov,https://truman.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000,31536000,False,False,False,False,False
treasurydirect.gov,treasurydirect.gov,https://treasurydirect.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,False,False
treasuryhunt.gov,treasuryhunt.gov,https://treasuryhunt.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,False,False
tsp.gov,tsp.gov,https://www.tsp.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000; preload,31536000,False,False,False,False,False
time.gov,time.gov,http://time.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False,False
treasuryauctions.gov,treasuryauctions.gov,https://treasuryauctions.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,False,False
treasuryscams.gov,treasuryscams.gov,https://treasuryscams.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,False,False
tsa.gov,tsa.gov,https://www.tsa.gov,True,False,,True,True,False,False,False,False,True,max-age=31536001,31536001,False,False,False,False,False
tsunami.gov,tsunami.gov,http://tsunami.gov,True,False,,False,False,False,False,True,True,False,,,False,False,False,False,False
tswg.gov,tswg.gov,http://tswg.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False,False
ttbonline.gov,ttbonline.gov,https://ttbonline.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,True,False,False
ucrdatatool.gov,ucrdatatool.gov,https://www.ucrdatatool.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000;includeSubDomains;preload,31536000,False,False,False,False,False
ttb.gov,ttb.gov,https://ttb.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,True,False,False
unicor.gov,unicor.gov,https://www.unicor.gov,True,False,,True,True,False,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,False,False
unlocktalent.gov,unlocktalent.gov,https://unlocktalent.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000,31536000,False,False,False,False,False
tva.gov,tva.gov,https://www.tva.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000;,31536000,False,False,False,False,False
usaid.gov,usaid.gov,https://www.usaid.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000,31536000,False,False,False,False,False
us-cert.gov,us-cert.gov,https://www.us-cert.gov,True,False,,True,True,False,False,False,False,True,max-age=31536001,31536001,False,False,False,False,False
usa.gov,usa.gov,https://www.usa.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000,31536000,False,False,False,False,False
udall.gov,udall.gov,http://udall.gov,True,False,,True,False,False,False,False,False,False,,,False,False,False,False,False
usandc.gov,usandc.gov,http://www.usandc.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,True,False
usability.gov,usability.gov,https://www.usability.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000;includeSubDomains;preload,31536000,True,True,True,False,False
usajobs.gov,usajobs.gov,https://www.usajobs.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000; includeSubDomains,31536000,True,True,True,False,False
usaspending.gov,usaspending.gov,https://www.usaspending.gov,True,False,,True,True,False,True,False,False,True,max-age=600,600,False,False,False,False,False
usastaffing.gov,usastaffing.gov,https://www.usastaffing.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000; includeSubDomains,31536000,True,False,False,False,False
usaseanconnect.gov,usaseanconnect.gov,https://www.usaseanconnect.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,False,False
usap.gov,usap.gov,https://usap.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000,31536000,False,False,False,False,False
usalearning.gov,usalearning.gov,https://usalearning.gov,True,False,,True,True,False,False,False,False,True,max-age=63072000; includeSubdomains;,63072000,True,False,False,False,False
usadf.gov,usadf.gov,http://www.usadf.gov,True,False,,True,False,False,False,False,False,False,,,False,False,False,False,False
usccr.gov,usccr.gov,http://usccr.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False,False
usbr.gov,usbr.gov,https://usbr.gov,True,False,,True,True,False,True,False,False,True,max-age=63072000; includeSubDomains; preload,63072000,True,True,False,False,False
usda.gov,usda.gov,https://www.usda.gov,True,False,,True,True,False,False,False,False,True,max-age=31536000; preload,31536000,False,False,False,False,False
usitc.gov,usitc.gov,https://usitc.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000,31536000,False,False,False,False,False
uscis.gov,uscis.gov,https://www.uscis.gov,True,False,,True,True,False,False,False,False,True,max-age=31536000,31536000,False,False,False,False,False
usgs.gov,usgs.gov,https://www.usgs.gov,True,False,,True,True,False,False,False,False,False,,,False,False,False,False,False
uscirf.gov,uscirf.gov,http://www.uscirf.gov,True,False,,True,False,False,False,False,False,False,,,False,False,False,False,False
uscurrency.gov,uscurrency.gov,https://www.uscurrency.gov,True,False,,False,True,False,True,True,False,False,max-age=31536000; includeSubDomains; preload,31536000,False,False,True,False,False
usembassy.gov,usembassy.gov,https://www.usembassy.gov,True,False,,True,True,False,False,False,False,True,max-age=31536000; preload,31536000,False,False,False,False,False
usds.gov,usds.gov,https://www.usds.gov,True,False,,True,True,False,True,False,False,True,max-age=2592000,2592000,False,False,False,False,False
usich.gov,usich.gov,https://www.usich.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,False,False
uspsoig.gov,uspsoig.gov,https://uspsoig.gov,True,False,,True,True,False,True,False,False,True,max-age=63072000; includeSubdomains; preload,63072000,True,True,True,False,False
usphs.gov,usphs.gov,https://usphs.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000; includeSubDomains,31536000,True,False,False,False,False
usmarshals.gov,usmarshals.gov,https://www.usmarshals.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000;,31536000,False,False,False,False,False
uspis.gov,uspis.gov,http://www.uspis.gov,True,False,,False,False,False,False,True,True,False,max-age=1296000,1296000,False,False,False,False,False
uspsinnovates.gov,uspsinnovates.gov,http://www.uspsinnovates.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False,False
vaccines.gov,vaccines.gov,https://www.vaccines.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000;includeSubDomains;preload,31536000,True,True,True,False,False
ussm.gov,ussm.gov,https://www.ussm.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000;,31536000,False,False,True,False,False
utahfireinfo.gov,utahfireinfo.gov,https://www.utahfireinfo.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,False,False
usmint.gov,usmint.gov,https://www.usmint.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,True,False,False
va.gov,va.gov,http://va.gov,True,False,,False,False,False,False,False,True,False,max-age=31536000 ; include Subdomains preload,,False,False,False,False,False
ustr.gov,ustr.gov,https://ustr.gov,True,False,,True,True,False,True,False,False,True,max-age=86400,86400,False,False,True,False,False
vehiclehistory.gov,vehiclehistory.gov,https://www.vehiclehistory.gov,True,False,,True,True,False,False,False,False,True,max-age=31536000; includeSubDomains; always,31536000,False,False,False,False,False
vetbiz.gov,vetbiz.gov,http://www.vetbiz.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,True,False
veterans.gov,veterans.gov,http://veterans.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False,False
vcf.gov,vcf.gov,https://www.vcf.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,True,False,False
vistacampus.gov,vistacampus.gov,https://www.vistacampus.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,False,False,False,False,False
vef.gov,vef.gov,http://vef.gov,True,False,,True,False,False,False,False,False,False,,,False,False,False,False,False
ustda.gov,ustda.gov,https://www.ustda.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,False,False
volunteer.gov,volunteer.gov,https://www.volunteer.gov,True,False,,False,True,False,True,True,False,False,"['max-age=31557600; preload', 'max-age=157680000']",,False,False,False,False,False
vote.gov,vote.gov,https://vote.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000,31536000,False,False,False,False,False
vets.gov,vets.gov,https://www.vets.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,True,False,False
watermonitor.gov,watermonitor.gov,http://www.watermonitor.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False,False
weather.gov,weather.gov,http://www.weather.gov,True,False,,True,False,False,False,False,False,False,,,False,False,False,False,False
whitehouse.gov,whitehouse.gov,https://www.whitehouse.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,True,False,False
webharvest.gov,webharvest.gov,https://webharvest.gov,True,False,,True,True,False,True,False,False,True,max-age=15552000; includeSubDomains,15552000,True,False,False,False,False
wdol.gov,wdol.gov,https://www.wdol.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000,31536000,False,False,False,False,False
wapa.gov,wapa.gov,https://www.wapa.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,False,False
wizard.gov,wizard.gov,https://wizard.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,False,False
whistleblowers.gov,whistleblowers.gov,https://www.whistleblowers.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,True,False
wlci.gov,wlci.gov,https://www.wlci.gov,True,False,,True,True,False,True,False,False,True,max-age=63072000; includeSubdomains; preload,63072000,True,True,False,False,False
worker.gov,worker.gov,http://worker.gov,True,False,,True,False,False,False,False,False,False,,,False,False,False,False,False
wildlifeadaptationstrategy.gov,wildlifeadaptationstrategy.gov,https://www.wildlifeadaptationstrategy.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000,31536000,False,False,False,False,False
youthgo.gov,youthgo.gov,https://www.youthgo.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000; includeSubdomains;,31536000,True,False,False,False,False
youth.gov,youth.gov,http://youth.gov,True,False,,False,False,False,False,True,True,False,,,False,False,False,False,False
womenshealth.gov,womenshealth.gov,https://www.womenshealth.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,False,False,False,False,False
workplace.gov,workplace.gov,https://www.workplace.gov,True,False,,True,True,False,True,False,False,True,max-age=600,600,False,False,False,True,False
whitehouseconferenceonaging.gov,whitehouseconferenceonaging.gov,https://whitehouseconferenceonaging.gov,True,False,,True,True,False,False,False,False,False,,,False,False,False,False,False
wrp.gov,wrp.gov,https://www.wrp.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,True,False,False
youthrules.gov,youthrules.gov,https://www.youthrules.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,False,False
