Domain Name,Domain Type,Agency,City,State,Status,Last Payment Date,Expiration Date
SENIORCORPS.GOV,Federal Agency,Corporation for National & Community Service,Washington,DC,ACTIVE,19-Feb-15,4-Mar-16
SERVE.GOV,Federal Agency,Corporation for National & Community Service,Washington,DC,ACTIVE,17-Sep-14,27-Sep-15
SERVICE.GOV,Federal Agency,Corporation for National & Community Service,Washington,DC,ACTIVE,9-Jun-14,9-Jun-15
SERVICELEARNING.GOV,Federal Agency,Corporation for National & Community Service,Washington ,DC,ACTIVE,13-Jun-14,29-Jul-15
SERVIR.GOV,Federal Agency,Corporation for National & Community Service,Washington,DC,ACTIVE,15-Jul-14,6-Aug-15
VISTA.GOV,Federal Agency,Corporation for National & Community Service,Washington,DC,ACTIVE,19-Feb-15,22-Mar-16
VISTACAMPUS.GOV,Federal Agency,Corporation for National & Community Service,Washington,DC,ACTIVE,13-Jun-14,29-Jul-15
VOLUNTEERINGINAMERICA.GOV,Federal Agency,Corporation for National & Community Service,Washington,DC,ACTIVE,1-May-14,16-May-15
CIGIE.GOV,Federal Agency,Council of Inspector General on Integrity and Efficiency,WASHINGTON,DC,ACTIVE,9-May-14,29-Jun-15
IGNET.GOV,Federal Agency,Council of Inspector General on Integrity and Efficiency,Washington,DC,ACTIVE,11-Sep-14,22-Sep-15
CSOSA.FED.US,Federal Agency,Court Services and Offender Supervision,Washington,DC,ACTIVE,22-Sep-14,30-Sep-15
CSOSA.GOV,Federal Agency,Court Services and Offender Supervision,Washington,DC,ACTIVE,22-Sep-14,30-Sep-15
DCPSA.GOV,Federal Agency,Court Services and Offender Supervision,Washington,DC,SERVER-HOLD,2-Jul-12,30-Sep-13
PRETRIALSERVICES.GOV,Federal Agency,Court Services and Offender Supervision,Washington,DC,ACTIVE,26-Jun-14,24-Sep-15
PSA.GOV,Federal Agency,Court Services and Offender Supervision,Washington,DC,ACTIVE,23-Oct-14,12-Jan-16
DNFSB.GOV,Federal Agency,Defense Nuclear Facilities Safety Board,Washington,DC,ACTIVE,7-Aug-14,30-Sep-15
DRA.GOV,Federal Agency,Delta Regional Authority,Clarksdale,MS,ACTIVE,29-Apr-14,30-Sep-14
DENALI.GOV,Federal Agency,Denali Commission,Anchorage,AK,ACTIVE,17-Jun-14,14-Sep-15
AFF.GOV,Federal Agency,Department of Agriculture,Boise,ID,ACTIVE,1-Oct-14,30-Sep-15
AG.GOV,Federal Agency,Department of Agriculture,Fort Collins,CO,ACTIVE,2-Jul-14,30-Sep-15
ARS-GRIN.GOV,Federal Agency,Department of Agriculture,Beltsville,MD,ACTIVE,17-Jul-14,15-Sep-15
ARSUSDA.GOV,Federal Agency,Department of Agriculture,Beltsville,MD,ACTIVE,7-Jul-14,20-Sep-15
ASKKAREN.GOV,Federal Agency,Department of Agriculture,Washington,DC,ACTIVE,29-Jul-14,19-Sep-15
BEFOODSAFE.GOV,Federal Agency,Department of Agriculture,Washington,DC,ACTIVE,29-Jul-14,24-Aug-15
BIOPREFERRED.GOV,Federal Agency,Department of Agriculture,Washington,DC,ACTIVE,22-Oct-14,22-Oct-15
CHOOSEMYPLATE.GOV,Federal Agency,Department of Agriculture,Alexandria,VA,ACTIVE,11-Mar-15,31-May-16
COASTALAMERICA.GOV,Federal Agency,Department of Agriculture,Washington,DC,ACTIVE,9-Sep-14,17-Sep-15
DIETARYGUIDELINES.GOV,Federal Agency,Department of Agriculture,Alexandria,VA,ACTIVE,30-Apr-14,8-Jul-15
EMPOWHR.GOV,Federal Agency,Department of Agriculture,New Orleans,LA,ACTIVE,17-Oct-14,26-Oct-15
EXECSEC.GOV,Federal Agency,Department of Agriculture,Washington,DC,ACTIVE,12-Sep-14,30-Sep-15
FARMERCLAIMS.GOV,Federal Agency,Department of Agriculture,St. Louis,MO,ACTIVE,13-Jun-14,12-Aug-15
FEMALEFARMERCLAIMS.GOV,Federal Agency,Department of Agriculture,St. Louis,MO,ACTIVE,13-Jun-14,12-Aug-15
FIREINSTITUTE.GOV,Federal Agency,Department of Agriculture,Tucson,AZ,ACTIVE,15-Oct-14,7-Dec-15
FOODSAFETYJOBS.GOV,Federal Agency,Department of Agriculture,Washington,DC,ACTIVE,29-Aug-14,30-Sep-15
FOODSAFETYWORKINGGROUP.GOV,Federal Agency,Department of Agriculture,Washington,DC,ACTIVE,29-Aug-14,23-Apr-15
FORESTSANDRANGELANDS.GOV,Federal Agency,Department of Agriculture,Washington,DC,ACTIVE,2-Mar-15,23-May-16
FS.FED.US,Federal Agency,Department of Agriculture,Washington,DC,ACTIVE,3-Sep-14,30-Sep-15
FSWG.GOV,Federal Agency,Department of Agriculture,Washington,DC,ACTIVE,29-Aug-14,23-Apr-15
GREEN.GOV,Federal Agency,Department of Agriculture,Washington,DC,ACTIVE,7-Jan-15,30-Sep-15
HISPANICFARMERCLAIMS.GOV,Federal Agency,Department of Agriculture,St. Louis,MO,ACTIVE,13-Jun-14,12-Aug-15
ICBEMP.GOV,Federal Agency,Department of Agriculture,Portland,OR,ACTIVE,9-Jul-14,30-Sep-15
IIOG.GOV,Federal Agency,Department of Agriculture,Meridian,ID,ACTIVE,5-Dec-14,20-Jan-16
INVASIVESPECIESINFO.GOV,Federal Agency,Department of Agriculture,Beltsville,MD,ACTIVE,29-Aug-14,23-Aug-15
IPM.GOV,Federal Agency,Department of Agriculture,Washington,DC,ACTIVE,25-Nov-14,12-Jan-16
ISITDONEYET.GOV,Federal Agency,Department of Agriculture,Washington,DC,ACTIVE,29-Jul-14,30-Sep-15
ITAP.GOV,Federal Agency,Department of Agriculture,Beltsville,MD,ACTIVE,17-Jul-14,16-Jun-15
JUNIORFORESTRANGER.GOV,Federal Agency,Department of Agriculture,Washington,DC,ACTIVE,1-Jul-14,20-Sep-15
LATINOFARMERCLAIMS.GOV,Federal Agency,Department of Agriculture,St. Louis,MO,ACTIVE,13-Jun-14,12-Aug-15
LCACOMMONS.GOV,Federal Agency,Department of Agriculture,Beltsville,MD,ACTIVE,14-May-14,28-Apr-15
MTBS.GOV,Federal Agency,Department of Agriculture,Salt Lake City,UT,ACTIVE,25-Jul-14,17-Aug-15
NAFRI.GOV,Federal Agency,Department of Agriculture,Tucson,AZ,ACTIVE,10-Jul-14,30-Aug-15
NEL.GOV,Federal Agency,Department of Agriculture,Alexandria,VA,ACTIVE,4-Nov-14,25-Jan-16
NSTL.GOV,Federal Agency,Department of Agriculture,Ames,IA,ACTIVE,10-Jul-14,30-Sep-15
NUTRITION.GOV,Federal Agency,Department of Agriculture,Washington,DC,ACTIVE,29-Aug-14,30-Sep-15
NUTRITIONEVIDENCELIBRARY.GOV,Federal Agency,Department of Agriculture,Alexandria,VA,ACTIVE,4-Nov-14,25-Jan-16
NWCG.GOV,Federal Agency,Department of Agriculture,Boise,ID,ACTIVE,13-Aug-14,30-Sep-15
PREGUNTELEAKAREN.GOV,Federal Agency,Department of Agriculture,Washington,DC,ACTIVE,29-Jul-14,20-Aug-15
RECREATION.GOV,Federal Agency,Department of Agriculture,Ogden,UT,ACTIVE,2-Oct-14,30-Sep-15
REO.GOV,Federal Agency,Department of Agriculture,Portland,OR,ACTIVE,22-Oct-13,30-Sep-14
SMOKEYBEAR.GOV,Federal Agency,Department of Agriculture,Washington,DC,ACTIVE,1-Jul-14,20-Sep-15
START2FARM.GOV,Federal Agency,Department of Agriculture,Beltsville,MD,ACTIVE,27-Jan-15,27-Jan-16
SYMBOLS.GOV,Federal Agency,Department of Agriculture,Washington,DC,ACTIVE,1-Jul-14,20-Sep-15
THEPEOPLESGARDEN.GOV,Federal Agency,Department of Agriculture,Wahington,DC,ACTIVE,4-Sep-14,14-Jun-15
USDA.GOV,Federal Agency,Department of Agriculture,Ft. Collins,CO,ACTIVE,17-Oct-14,12-Oct-15
USDAPII.GOV,Federal Agency,Department of Agriculture,Washington,DC,ACTIVE,17-Oct-14,12-Oct-15
VALLESCALDERA.GOV,Federal Agency,Department of Agriculture,Jemez Springs,NM,ACTIVE,25-Aug-14,30-Sep-15
WILDFIRE.GOV,Federal Agency,Department of Agriculture,Boise,ID,ACTIVE,2-Mar-15,16-Apr-16
WOMENFARMERCLAIMS.GOV,Federal Agency,Department of Agriculture,St. Louis,MO,ACTIVE,13-Jun-14,12-Aug-15
WOODSY.GOV,Federal Agency,Department of Agriculture,Washington,DC,ACTIVE,1-Jul-14,20-Sep-15
WOODSYOWL.GOV,Federal Agency,Department of Agriculture,Washington,DC,ACTIVE,1-Jul-14,20-Sep-15
AP.GOV,Federal Agency,Department of Commerce,Washington,DC,ACTIVE,21-Aug-14,30-Sep-15
AVIATIONWEATHER.GOV,Federal Agency,Department of Commerce,Silver Spring,MD,ACTIVE,9-Jul-14,3-Sep-15
BEA.GOV,Federal Agency,Department of Commerce,Washington,DC,ACTIVE,26-Aug-14,23-Sep-15
BLDRDOC.GOV,Federal Agency,Department of Commerce,Boulder,CO,ACTIVE,25-Jun-14,23-Sep-15
BUYUSA.GOV,Federal Agency,Department of Commerce,Washington,DC,ACTIVE,3-Jul-14,30-Sep-15
CBP.GOV,Federal Agency,Department of Commerce,Alexandria,VA,ACTIVE,30-Sep-14,30-Sep-15
CENSUS.GOV,Federal Agency,Department of Commerce,Suitland,MD,ACTIVE,1-Aug-14,30-Sep-15
CIVILRIGHTSUSA.GOV,Federal Agency,Department of Commerce,Alexandria,VA,ACTIVE,19-Nov-14,20-Oct-15
CLIMATE.GOV,Federal Agency,Department of Commerce,Silver Spring,MD,ACTIVE,21-Jul-14,30-Sep-15
CLIMATECHANGE.GOV,Federal Agency,Department of Commerce,Oak Ridge,TN,ACTIVE,21-Aug-14,27-Aug-15
COMMERCE.GOV,Federal Agency,Department of Commerce,Washington,DC,ACTIVE,10-Sep-14,30-Sep-15
COOP-USPTO.GOV,Federal Agency,Department of Commerce,Arlington,VA,ACTIVE,20-Aug-14,30-Sep-15
DIGITALLITERACY.GOV,Federal Agency,Department of Commerce,Washington,DC,ACTIVE,12-Sep-14,7-Dec-15
DNSOPS.GOV,Federal Agency,Department of Commerce,Gaithersburg,MD,ACTIVE,27-Feb-15,25-May-16
DOC.GOV,Federal Agency,Department of Commerce,Washington,DC,ACTIVE,10-Sep-14,30-Sep-15
DROUGHT.GOV,Federal Agency,Department of Commerce,Asheville,NC,ACTIVE,26-Aug-14,3-Nov-15
E3.GOV,Federal Agency,Department of Commerce,Gaithersburg,MD,ACTIVE,24-Oct-14,21-Jan-16
EDA.GOV,Federal Agency,Department of Commerce,Washington,DC,ACTIVE,29-Aug-14,14-Sep-15
ESA.GOV,Federal Agency,Department of Commerce,Washington,DC,ACTIVE,2-Apr-14,21-Apr-15
EXPORT.GOV,Federal Agency,Department of Commerce,Washington,DC,ACTIVE,3-Jul-14,30-Sep-15
FCSM.GOV,Federal Agency,Department of Commerce,Suitland,MD,ACTIVE,9-Aug-13,30-Sep-14
FEDSTATS.GOV,Federal Agency,Department of Commerce,Washington,DC,ACTIVE,25-Sep-13,30-Sep-14
FIRSTNET.GOV,Federal Agency,Department of Commerce,Washington,DC,ACTIVE,12-Sep-14,21-Nov-15
FISHWATCH.GOV,Federal Agency,Department of Commerce,Silver Spring,MD,ACTIVE,29-Aug-14,18-Oct-15
GETYOUHOME.GOV,Federal Agency,Department of Commerce,Alexandria,VA,ACTIVE,30-Sep-14,2-Sep-15
GLOBALENTRY.GOV,Federal Agency,Department of Commerce,Alexandria,VA,ACTIVE,13-Jun-14,10-Jun-15
GOES-R.GOV,Federal Agency,Department of Commerce,Greenbelt,MD,ACTIVE,7-Nov-14,5-Feb-16
GPS.GOV,Federal Agency,Department of Commerce,Washington,DC,ACTIVE,22-Jul-14,15-Sep-15
HURRICANES.GOV,Federal Agency,Department of Commerce,Miami,FL,ACTIVE,8-Aug-14,10-Oct-15
ITDS.GOV,Federal Agency,Department of Commerce,Springfield,VA,ACTIVE,30-Sep-14,30-Sep-15
MANUFACTURING.GOV,Federal Agency,Department of Commerce,Washington,DC,ACTIVE,2-Jul-14,30-Sep-15
MAPSTATS.GOV,Federal Agency,Department of Commerce,Washington,DC,ACTIVE,25-Sep-13,30-Sep-14
MARINECADASTRE.GOV,Federal Agency,Department of Commerce,Charleston,SC,ACTIVE,1-Jul-14,30-Aug-15
MBDA.GOV,Federal Agency,Department of Commerce,Washington,DC,ACTIVE,10-Sep-14,30-Sep-15
NEHRP.GOV,Federal Agency,Department of Commerce,Gaithersburg,MD,ACTIVE,9-Dec-14,9-Mar-16
NIST.GOV,Federal Agency,Department of Commerce,Gaithersburg,MD,ACTIVE,25-Jun-14,23-Sep-15
NOAA.GOV,Federal Agency,Department of Commerce,Silver Spring,MD,ACTIVE,12-Aug-14,17-Sep-15
NOAAWATCH.GOV,Federal Agency,Department of Commerce,Silver Spring,MD,ACTIVE,5-Jun-14,25-May-15
NTIS.GOV,Federal Agency,Department of Commerce,Alexandria,VA,ACTIVE,19-Nov-14,16-Nov-15
OFCM.GOV,Federal Agency,Department of Commerce,Silver Spring,MD,ACTIVE,19-Aug-14,28-Sep-15
PAPAHANAUMOKUAKEA.GOV,Federal Agency,Department of Commerce,Silver Spring,MD,ACTIVE,18-Feb-15,3-Apr-16
PSCR.GOV,Federal Agency,Department of Commerce,Boulder,CO,ACTIVE,11-Aug-14,3-Aug-15
RESTORETHEGULF.GOV,Federal Agency,Department of Commerce,Silver Spring,MD,ACTIVE,13-Aug-14,15-Jun-15
SDR.GOV,Federal Agency,Department of Commerce,Washington,DC,ACTIVE,1-Jul-14,30-Sep-15
SELECTUSA.GOV,Federal Agency,Department of Commerce,Washington,DC,ACTIVE,10-Sep-14,16-Sep-15
SPACEWEATHER.GOV,Federal Agency,Department of Commerce,Boulder,CO,ACTIVE,7-Jul-14,30-Sep-15
SPECTRUM.GOV,Federal Agency,Department of Commerce,Washington,DC,ACTIVE,25-Nov-14,13-Dec-15
STANDARDS.GOV,Federal Agency,Department of Commerce,Gaithersburg,MD,ACTIVE,25-Jun-14,23-Sep-15
TIME.GOV,Federal Agency,Department of Commerce,Boulder,CO,ACTIVE,2-Jul-14,30-Sep-15
TRADE.GOV,Federal Agency,Department of Commerce,Washington,DC,ACTIVE,3-Jul-14,30-Sep-15
TSUNAMI.GOV,Federal Agency,Department of Commerce,Palmer,AK,ACTIVE,1-Aug-14,30-Sep-15
USPTO.GOV,Federal Agency,Department of Commerce,Washington,DC,ACTIVE,20-Aug-14,30-Sep-15
WDOL.GOV,Federal Agency,Department of Commerce,Alexandria,VA,ACTIVE,30-Sep-14,30-Sep-15
WEATHER.GOV,Federal Agency,Department of Commerce,Silver Spring,MD,ACTIVE,1-Aug-14,30-Sep-15
ADLNET.GOV,Federal Agency,Department of Defense,Washington,DC,ACTIVE,22-Jan-15,14-Dec-15
AFTAC.GOV,Federal Agency,Department of Defense,Patrick AFB,FL,ACTIVE,7-Aug-14,30-Sep-15
ALTUSANDC.GOV,Federal Agency,Department of Defense,"patrick, afb",FL,ACTIVE,7-Aug-14,30-Sep-15
BRAC.GOV,Federal Agency,Department of Defense,Alexandria,VA,ACTIVE,26-Mar-14,10-May-15
CMTS.GOV,Federal Agency,Department of Defense,Mobile,AL,ACTIVE,17-Jul-14,5-Jul-15
CNSS.GOV,Federal Agency,Department of Defense,Ft George G. Meade,MD,ACTIVE,1-May-14,15-Feb-15
CTTSO.GOV,Federal Agency,Department of Defense,Arlington,VA,ACTIVE,10-Sep-14,30-Sep-15
DEFENSE.GOV,Federal Agency,Department of Defense,Fort Meade,MD,ACTIVE,4-Sep-14,30-Sep-15
DOD.GOV,Federal Agency,Department of Defense,Fort Meade,MD,ACTIVE,4-Sep-14,30-Sep-15
EACLEARINGHOUSE.GOV,Federal Agency,Department of Defense,Arlington,VA,ACTIVE,4-Nov-14,30-Dec-15
ERDC.GOV,Federal Agency,Department of Defense,Vicksburg,MS,ACTIVE,6-Aug-14,6-Aug-15
FVAP.GOV,Federal Agency,Department of Defense,Alexandria,VA,ACTIVE,3-Oct-14,30-Sep-15
IAD.GOV,Federal Agency,Department of Defense,Ft Meade,MD,ACTIVE,5-Dec-14,29-Sep-15
IOSS.GOV,Federal Agency,Department of Defense,Greenbelt,MD,ACTIVE,20-Aug-14,30-Sep-15
ITC.GOV,Federal Agency,Department of Defense,Ft. Washington,MD,ACTIVE,19-Nov-14,30-Sep-15
JCCS.GOV,Federal Agency,Department of Defense,Alexandria,VA,ACTIVE,9-Apr-14,11-May-15
MCRMC.GOV,Federal Agency,Department of Defense,Arlington,VA,ACTIVE,2-Sep-14,18-Sep-15
MOJAVEDATA.GOV,Federal Agency,Department of Defense,Barstow,CA,ACTIVE,4-Nov-14,4-Nov-15
MTMC.GOV,Federal Agency,Department of Defense,Alexandria,VA,ACTIVE,28-Jul-14,28-Jul-15
MYPAY.GOV,Federal Agency,Department of Defense,Pensacola,FL,ACTIVE,4-Sep-14,30-Sep-15
NCR.GOV,Federal Agency,Department of Defense,Washington,DC,ACTIVE,3-Oct-14,3-Sep-15
NRO.GOV,Federal Agency,Department of Defense,Chantilly,VA,ACTIVE,14-Aug-14,30-Sep-15
NROJR.GOV,Federal Agency,Department of Defense,Chantilly,VA,ACTIVE,14-Aug-14,30-Sep-15
NSA.GOV,Federal Agency,Department of Defense,Ft. Meade,MD,ACTIVE,3-Jul-14,30-Sep-15
NSEP.GOV,Federal Agency,Department of Defense,Arlington,VA,ACTIVE,6-Nov-14,6-Dec-15
OEA.GOV,Federal Agency,Department of Defense,Arlington,VA,ACTIVE,12-Aug-14,30-Sep-15
OSDBU.GOV,Federal Agency,Department of Defense,Washington,DC,ACTIVE,24-Oct-14,30-Sep-15
PENTAGON.GOV,Federal Agency,Department of Defense,Fort Meade,MD,ACTIVE,4-Sep-14,30-Sep-15
SAFEXCHANGE.GOV,Federal Agency,Department of Defense,Falls Church,VA,ACTIVE,17-Jul-14,30-Sep-15
SITEIDIQ.GOV,Federal Agency,Department of Defense,Arlington,VA,ACTIVE,11-Dec-14,9-Nov-15
TSWG.GOV,Federal Agency,Department of Defense,Arlington,VA,ACTIVE,10-Sep-14,15-Nov-15
USANDC.GOV,Federal Agency,Department of Defense,Patrick AFB,FL,ACTIVE,7-Aug-14,30-Sep-15
AAPI.GOV,Federal Agency,Department of Education,Washington,DC,ACTIVE,12-Mar-15,23-Mar-16
BFELOB.GOV,Federal Agency,Department of Education,Washington,DC,ACTIVE,22-Oct-14,23-Oct-15
CHILDSTATS.GOV,Federal Agency,Department of Education,Washington,DC,ACTIVE,9-Jul-14,30-Sep-15
COLLEGE.GOV,Federal Agency,Department of Education,Washington,DC,ACTIVE,12-Mar-14,18-Mar-15
COLLEGENAVIGATOR.GOV,Federal Agency,Department of Education,Washington,DC,ACTIVE,26-Jan-15,27-Feb-16
ED.GOV,Federal Agency,Department of Education,Washington,DC,ACTIVE,9-Jul-14,30-Sep-15
EDPUBS.GOV,Federal Agency,Department of Education,Washington ,DC,ACTIVE,22-Oct-14,10-Nov-15
EDUCATION.GOV,Federal Agency,Department of Education,Washington,DC,ACTIVE,26-Jan-15,27-Feb-16
FAFSA.GOV,Federal Agency,Department of Education,Washington,DC,ACTIVE,26-Jan-15,27-Feb-16
FSAPUBS.GOV,Federal Agency,Department of Education,Washington,DC,ACTIVE,22-Oct-14,20-Oct-15
G5.GOV,Federal Agency,Department of Education,Washington,DC,ACTIVE,12-Mar-15,11-Apr-16
NAGB.GOV,Federal Agency,Department of Education,Washington,DC,ACTIVE,12-Mar-15,24-Mar-16
NATIONSREPORTCARD.GOV,Federal Agency,Department of Education,Washington,DC,ACTIVE,12-Mar-15,11-Apr-16
OPPORTUNITY.GOV,Federal Agency,Department of Education,Washington,DC,ACTIVE,10-Sep-14,1-May-15
STUDENTAID.GOV,Federal Agency,Department of Education,Washington,DC,ACTIVE,28-May-14,12-Jul-15
STUDENTLOANS.GOV,Federal Agency,Department of Education,Washington,DC,ACTIVE,26-Jan-15,27-Feb-16
AMESLAB.GOV,Federal Agency,Department of Energy,Ames,IA,ACTIVE,15-Sep-14,30-Sep-15
ANL.GOV,Federal Agency,Department of Energy,Argonne,IL,ACTIVE,23-Jul-14,30-Sep-15
ARM.GOV,Federal Agency,Department of Energy,Richland,WA,ACTIVE,30-Jul-14,30-Sep-15
BIOMASSBOARD.GOV,Federal Agency,Department of Energy,Washington,DC,ACTIVE,18-Dec-14,19-Dec-15
BNL.GOV,Federal Agency,Department of Energy,Upton,NY,ACTIVE,11-Aug-14,30-Sep-15
BPA.GOV,Federal Agency,Department of Energy,Portland,OR,ACTIVE,17-Jul-14,2-Sep-15
BRC.GOV,Federal Agency,Department of Energy,Washington,DC,ACTIVE,6-Feb-15,6-Apr-16
BUILDINGAMERICA.GOV,Federal Agency,Department of Energy,Golden,CO,ACTIVE,28-Aug-14,30-Sep-15
CASL.GOV,Federal Agency,Department of Energy,Oak Ridge,TN,ACTIVE,1-Apr-14,29-Jun-15
CEBAF.GOV,Federal Agency,Department of Energy,Newport News,VA,ACTIVE,5-Aug-14,30-Sep-15
CENDI.GOV,Federal Agency,Department of Energy,Oak Ridge,TN,ACTIVE,14-Nov-14,16-Nov-15
CRT2014-2024REVIEW.GOV,Federal Agency,Department of Energy,Portland,OR,ACTIVE,16-Jan-15,5-Mar-16
DOE.GOV,Federal Agency,Department of Energy,Washington,DC,ACTIVE,26-Aug-14,30-Sep-15
DOEAL.GOV,Federal Agency,Department of Energy,Albuquerque,NM,ACTIVE,27-Aug-14,30-Sep-15
EIA.GOV,Federal Agency,Department of Energy,Washington,DC,ACTIVE,17-Jul-14,8-Oct-15
ENERGY.GOV,Federal Agency,Department of Energy,Washington,DC,ACTIVE,26-Aug-14,30-Sep-15
ENERGYCODES.GOV,Federal Agency,Department of Energy,Richland,WA,ACTIVE,15-Jul-14,30-Sep-15
ENERGYPLUS.GOV,Federal Agency,Department of Energy,Washington,DC,ACTIVE,28-Aug-14,28-Aug-15
ENERGYSAVER.GOV,Federal Agency,Department of Energy,Washington,DC,ACTIVE,28-Aug-14,30-Sep-15
ENERGYSAVERS.GOV,Federal Agency,Department of Energy,Washington,DC,ACTIVE,28-Aug-14,30-Sep-15
FNAL.GOV,Federal Agency,Department of Energy,Batavia,IL,ACTIVE,8-Jul-14,30-Sep-15
FUELECONOMY.GOV,Federal Agency,Department of Energy,Oak Ridge,TN,ACTIVE,2-Jun-14,31-Aug-15
HANFORD.GOV,Federal Agency,Department of Energy,Richland,WA,ACTIVE,20-Aug-14,31-Aug-15
HIGHPERFORMANCEBUILDINGS.GOV,Federal Agency,Department of Energy,Golden,CO,ACTIVE,28-Aug-14,30-Sep-15
HOMEENERGYSCORE.GOV,Federal Agency,Department of Energy,Washington,DC,ACTIVE,9-Jul-14,20-Jul-15
HYDROGEN.GOV,Federal Agency,Department of Energy,Washington,DC,ACTIVE,28-Aug-14,30-Sep-15
INEL.GOV,Federal Agency,Department of Energy,Idaho Falls,ID,ACTIVE,24-Jul-14,16-Sep-15
INL.GOV,Federal Agency,Department of Energy,Idaho Falls,ID,ACTIVE,29-Oct-14,19-Jan-16
ISCIENCE.GOV,Federal Agency,Department of Energy,Oak Ridge,TN,ACTIVE,26-Feb-14,9-May-15
ISOTOPE.GOV,Federal Agency,Department of Energy,Oak Ridge,TN,ACTIVE,3-Feb-15,11-Apr-16
ISOTOPES.GOV,Federal Agency,Department of Energy,Oak Ridge,TN,ACTIVE,3-Feb-15,11-Apr-16
KAPL.GOV,Federal Agency,Department of Energy,Schenectady,NY,ACTIVE,27-Aug-14,30-Sep-15
LANL.GOV,Federal Agency,Department of Energy,Los Alamos,NM,ACTIVE,27-Aug-14,30-Sep-15
LBL.GOV,Federal Agency,Department of Energy,Berkeley,CA,ACTIVE,4-Aug-14,22-Oct-15
LLNL.GOV,Federal Agency,Department of Energy,Livermore,CA,ACTIVE,27-Aug-14,30-Sep-15
NCCRC.GOV,Federal Agency,Department of Energy,Oak Ridge,TN,ACTIVE,5-Jan-15,26-Feb-16
NCCS.GOV,Federal Agency,Department of Energy,Oak Ridge,TN,ACTIVE,3-Jun-14,31-Aug-15
NCRC.GOV,Federal Agency,Department of Energy,Oak Ridge,TN,ACTIVE,5-Jan-15,26-Feb-16
NERSC.GOV,Federal Agency,Department of Energy,Berkeley,CA,ACTIVE,12-Aug-14,30-Sep-15
NEUP.GOV,Federal Agency,Department of Energy,Washington,DC,ACTIVE,7-Aug-14,5-Nov-15
NREL.GOV,Federal Agency,Department of Energy,Golden,CO,ACTIVE,18-Aug-14,30-Sep-15
NRELHUB.GOV,Federal Agency,Department of Energy,Golden,CO,ACTIVE,3-Dec-14,16-Dec-15
NTRC.GOV,Federal Agency,Department of Energy,Knoxville,TN,ACTIVE,5-Jun-14,31-Aug-15
NUCLEAR.GOV,Federal Agency,Department of Energy,Washington,DC,ACTIVE,7-Aug-14,30-Sep-15
ORAU.GOV,Federal Agency,Department of Energy,Oak Ridge,TN,ACTIVE,10-Jul-14,8-Oct-15
ORNL.GOV,Federal Agency,Department of Energy,Oak Ridge,TN,ACTIVE,2-Jun-14,31-Aug-15
OSTI.GOV,Federal Agency,Department of Energy,Oak Ridge,TN,ACTIVE,11-Jul-14,8-Sep-15
PNL.GOV,Federal Agency,Department of Energy,Richland,WA,ACTIVE,3-Jul-14,30-Sep-15
PNNL.GOV,Federal Agency,Department of Energy,Richland,WA,ACTIVE,9-Dec-14,8-Mar-16
RL.GOV,Federal Agency,Department of Energy,Richland,WA,ACTIVE,20-Aug-14,31-Aug-15
SALMONRECOVERY.GOV,Federal Agency,Department of Energy,Portland,OR,ACTIVE,17-Jul-14,2-Sep-15
SANDIA.GOV,Federal Agency,Department of Energy,Albuquerque,NM,ACTIVE,27-Aug-14,30-Sep-15
SCIDAC.GOV,Federal Agency,Department of Energy,Oak Ridge,TN,ACTIVE,2-Jun-14,22-Aug-15
SCIENCE.GOV,Federal Agency,Department of Energy,Oak Ridge,TN,ACTIVE,11-Jul-14,8-Sep-15
SCIENCEACCELERATOR.GOV,Federal Agency,Department of Energy,Oak Ridge,TN,ACTIVE,12-Jan-15,10-Jan-16
SCIENCEEDUCATION.GOV,Federal Agency,Department of Energy,Oak Ridge,TN,ACTIVE,12-Jan-15,12-Apr-16
SMARTGRID.GOV,Federal Agency,Department of Energy,Washington,DC,ACTIVE,15-Oct-14,16-Oct-15
SNS.GOV,Federal Agency,Department of Energy,Oak Ridge,TN,ACTIVE,2-Jun-14,31-Aug-15
SOLARDECATHLON.GOV,Federal Agency,Department of Energy,Golden,CO,ACTIVE,9-Jul-14,7-Jul-15
SRS.GOV,Federal Agency,Department of Energy,Aiken,SC,ACTIVE,14-Aug-14,20-Sep-15
SWPA.GOV,Federal Agency,Department of Energy,Tulsa,OK,ACTIVE,24-Jun-14,20-Sep-15
UNNPP.GOV,Federal Agency,Department of Energy,West Mifflin,PA,ACTIVE,29-Oct-14,7-Jan-16
UNRPNET.GOV,Federal Agency,Department of Energy,Washington,DC,ACTIVE,7-May-14,15-Jul-15
WAPA.GOV,Federal Agency,Department of Energy,Lakewood,CO,ACTIVE,9-Jul-14,30-Sep-15
WINDPOWERINGAMERICA.GOV,Federal Agency,Department of Energy,Golden,CO,ACTIVE,28-Aug-14,30-Sep-15
YMP.GOV,Federal Agency,Department of Energy,Las Vegas,NV,ACTIVE,3-Jul-14,30-Sep-15
ACF.GOV,Federal Agency,Department of Health And Human Services,Washington,DC,ACTIVE,23-Jul-14,22-Sep-15
ACL.GOV,Federal Agency,Department of Health And Human Services,Washington,DC,ACTIVE,21-Aug-14,14-Nov-15
AFTERSCHOOL.GOV,Federal Agency,Department of Health And Human Services,Washington,DC,ACTIVE,23-Jul-14,22-Sep-15
AGINGSTATS.GOV,Federal Agency,Department of Health And Human Services,Washington,DC,ACTIVE,23-Jul-14,22-Sep-15
